,Medicine,Physical Exercise,Ext Temperature,Color MCGDM,Weight MCGDM,Color FCS,MV FCS
117,5,24,14,Red,0.3506974190024297,Orange,0.36000000000000004
118,5,24,16,Red,0.34747817973365985,Orange,0.4400000000000001
119,5,24,18,Red,0.3442153851362674,Orange,0.5200000000000001
120,5,30,14,Red,0.3506974190024297,Orange,0.36000000000000004
121,5,30,16,Red,0.34747817973365985,Orange,0.4400000000000001
122,5,30,18,Red,0.3442153851362674,Orange,0.5200000000000001
123,5,36,12,Red,0.3509845620603309,Orange,0.37142857142857133
124,5,36,14,Red,0.34788796014631,Orange,0.4285714285714287
125,5,36,16,Red,0.3447470027000993,Orange,0.4857142857142858
126,5,42,0,Red,0.3518589591214785,Orange,0.36000000000000004
127,5,42,2,Red,0.3518589591214785,Orange,0.36000000000000004
128,5,42,4,Red,0.3518589591214785,Orange,0.36000000000000004
129,5,42,6,Red,0.3518589591214785,Orange,0.36000000000000004
130,5,42,8,Red,0.3518589591214785,Orange,0.36000000000000004
131,5,42,10,Red,0.3518589591214785,Orange,0.36000000000000004
132,5,42,12,Red,0.3484081906699436,Orange,0.4285714285714286
133,5,42,14,Red,0.3451932676000022,Orange,0.4666666666666667
134,5,42,16,Red,0.3421264649420799,Orange,0.5111111111111113
135,5,48,0,Red,0.3492261307465847,Orange,0.4400000000000001
136,5,48,2,Red,0.3492261307465847,Orange,0.4400000000000001
137,5,48,4,Red,0.3492261307465847,Orange,0.4400000000000001
138,5,48,6,Red,0.3492261307465847,Orange,0.4400000000000001
139,5,48,8,Red,0.3492261307465847,Orange,0.4400000000000001
140,5,48,10,Red,0.3492261307465847,Orange,0.4400000000000001
141,5,48,12,Red,0.3457916814338886,Orange,0.4857142857142857
142,5,48,14,Red,0.3425903718979877,Orange,0.5111111111111113
143,5,54,0,Red,0.3465534813676616,Orange,0.5200000000000001
144,5,54,2,Red,0.3465534813676616,Orange,0.5200000000000001
145,5,54,4,Red,0.3465534813676616,Orange,0.5200000000000001
146,5,54,6,Red,0.3465534813676616,Orange,0.5200000000000001
147,5,54,8,Red,0.3465534813676616,Orange,0.5200000000000001
148,5,54,10,Red,0.3465534813676616,Orange,0.5200000000000001
149,5,54,12,Red,0.34313377682060664,Orange,0.5428571428571429
150,5,60,0,Red,0.3438397409142977,Orange,0.6000000000000001
151,5,60,2,Red,0.3438397409142977,Orange,0.6000000000000001
152,5,60,4,Red,0.3438397409142977,Orange,0.6000000000000001
153,5,60,6,Red,0.3438397409142977,Orange,0.6000000000000001
154,5,60,8,Red,0.3438397409142977,Orange,0.6000000000000001
155,5,60,10,Red,0.3438397409142977,Orange,0.6000000000000001
156,5,66,0,Red,0.3438397409142977,Orange,0.6000000000000001
157,5,66,2,Red,0.3438397409142977,Orange,0.6000000000000001
158,5,66,4,Red,0.3438397409142977,Orange,0.6000000000000001
159,5,66,6,Red,0.3438397409142977,Orange,0.6000000000000001
160,5,66,8,Red,0.3438397409142977,Orange,0.6000000000000001
161,5,66,10,Red,0.3438397409142977,Orange,0.6000000000000001
162,5,72,0,Red,0.3438397409142977,Orange,0.6000000000000001
163,5,72,2,Red,0.3438397409142977,Orange,0.6000000000000001
164,5,72,4,Red,0.3438397409142977,Orange,0.6000000000000001
165,5,72,6,Red,0.3438397409142977,Orange,0.6000000000000001
166,5,72,8,Red,0.3438397409142977,Orange,0.6000000000000001
167,5,72,10,Red,0.3438397409142977,Orange,0.6000000000000001
168,5,78,0,Red,0.3438397409142977,Orange,0.6000000000000001
169,5,78,2,Red,0.3438397409142977,Orange,0.6000000000000001
170,5,78,4,Red,0.3438397409142977,Orange,0.6000000000000001
171,5,78,6,Red,0.3438397409142977,Orange,0.6000000000000001
172,5,78,8,Red,0.3438397409142977,Orange,0.6000000000000001
173,5,78,10,Red,0.3438397409142977,Orange,0.6000000000000001
174,5,84,0,Red,0.3438397409142977,Orange,0.6000000000000001
175,5,84,2,Red,0.3438397409142977,Orange,0.6000000000000001
176,5,84,4,Red,0.3438397409142977,Orange,0.6000000000000001
177,5,84,6,Red,0.3438397409142977,Orange,0.6000000000000001
178,5,84,8,Red,0.3438397409142977,Orange,0.6000000000000001
179,5,84,10,Red,0.3438397409142977,Orange,0.6000000000000001
180,5,90,0,Red,0.3438397409142977,Orange,0.6000000000000001
181,5,90,2,Red,0.3438397409142977,Orange,0.6000000000000001
182,5,90,4,Red,0.3438397409142977,Orange,0.6000000000000001
183,5,90,6,Red,0.3438397409142977,Orange,0.6000000000000001
184,5,90,8,Red,0.3438397409142977,Orange,0.6000000000000001
185,5,90,10,Red,0.3438397409142977,Orange,0.6000000000000001
186,5,96,0,Red,0.3438397409142977,Orange,0.6000000000000001
187,5,96,2,Red,0.3438397409142977,Orange,0.6000000000000001
188,5,96,4,Red,0.3438397409142977,Orange,0.6000000000000001
189,5,96,6,Red,0.3438397409142977,Orange,0.6000000000000001
190,5,96,8,Red,0.3438397409142977,Orange,0.6000000000000001
191,5,96,10,Red,0.3438397409142977,Orange,0.6000000000000001
192,5,102,0,Red,0.3438397409142977,Orange,0.6000000000000001
193,5,102,2,Red,0.3438397409142977,Orange,0.6000000000000001
194,5,102,4,Red,0.3438397409142977,Orange,0.6000000000000001
195,5,102,6,Red,0.3438397409142977,Orange,0.6000000000000001
196,5,102,8,Red,0.3438397409142977,Orange,0.6000000000000001
197,5,102,10,Red,0.3438397409142977,Orange,0.6000000000000001
198,5,108,0,Red,0.3438397409142977,Orange,0.6000000000000001
199,5,108,2,Red,0.3438397409142977,Orange,0.6000000000000001
200,5,108,4,Red,0.3438397409142977,Orange,0.6000000000000001
201,5,108,6,Red,0.3438397409142977,Orange,0.6000000000000001
202,5,108,8,Red,0.3438397409142977,Orange,0.6000000000000001
203,5,108,10,Red,0.3438397409142977,Orange,0.6000000000000001
204,5,114,0,Red,0.3438397409142977,Orange,0.6000000000000001
205,5,114,2,Red,0.3438397409142977,Orange,0.6000000000000001
206,5,114,4,Red,0.3438397409142977,Orange,0.6000000000000001
