,Visits,Mind Exercise,FamilyInt,Color MCGDM,Weight MCGDM,Color FCS,MV FCS
0,0,0,0,Red,0.3729469717431287,Red,0.2
1,0,0,2,Red,0.3729469717431287,Red,0.2
2,0,0,4,Red,0.36150954611538316,Red,0.2
3,0,0,6,Red,0.359681042228212,Red,0.20000000000000004
4,0,0,8,Red,0.3581563751874309,Red,0.25716000000000006
5,0,0,10,Red,0.349304678597575,Orange,0.37144
6,0,0,12,Red,0.34027775437541014,Orange,0.4857200000000001
7,0,0,14,Orange,0.3425100057175529,Orange,0.6000000000000001
8,0,0,16,Orange,0.3425100057175529,Orange,0.6000000000000001
9,0,0,18,Orange,0.3425100057175529,Orange,0.6000000000000001
10,0,0,20,Orange,0.3425100057175529,Orange,0.6000000000000001
11,0,0,22,Orange,0.3425100057175529,Orange,0.6000000000000001
12,0,0,24,Orange,0.3425100057175529,Orange,0.6000000000000001
13,0,0,26,Orange,0.3425100057175529,Orange,0.6000000000000001
14,0,0,28,Orange,0.3425100057175529,Orange,0.6000000000000001
15,0,6,0,Red,0.3729469717431287,Red,0.2
16,0,6,2,Red,0.3729469717431287,Red,0.2
17,0,6,4,Red,0.36150954611538316,Red,0.2
18,0,6,6,Red,0.359681042228212,Red,0.20000000000000004
19,0,6,8,Red,0.3581563751874309,Red,0.25716000000000006
20,0,6,10,Red,0.349304678597575,Orange,0.37144
21,0,6,12,Red,0.34027775437541014,Orange,0.4857200000000001
22,0,6,14,Orange,0.3425100057175529,Orange,0.6000000000000001
23,0,6,16,Orange,0.3425100057175529,Orange,0.6000000000000001
24,0,6,18,Orange,0.3425100057175529,Orange,0.6000000000000001
25,0,6,20,Orange,0.3425100057175529,Orange,0.6000000000000001
26,0,6,22,Orange,0.3425100057175529,Orange,0.6000000000000001
27,0,6,24,Orange,0.3425100057175529,Orange,0.6000000000000001
28,0,6,26,Orange,0.3425100057175529,Orange,0.6000000000000001
29,0,6,28,Orange,0.3425100057175529,Orange,0.6000000000000001
30,0,12,0,Red,0.3729469717431287,Red,0.2
31,0,12,2,Red,0.3729469717431287,Red,0.2
32,0,12,4,Red,0.36150954611538316,Red,0.2
33,0,12,6,Red,0.359681042228212,Red,0.20000000000000004
34,0,12,8,Red,0.3581563751874309,Red,0.25716000000000006
35,0,12,10,Red,0.349304678597575,Orange,0.37144
36,0,12,12,Red,0.34027775437541014,Orange,0.4857200000000001
37,0,12,14,Orange,0.3425100057175529,Orange,0.6000000000000001
38,0,12,16,Orange,0.3425100057175529,Orange,0.6000000000000001
39,0,12,18,Orange,0.3425100057175529,Orange,0.6000000000000001
40,0,12,20,Orange,0.3425100057175529,Orange,0.6000000000000001
41,0,12,22,Orange,0.3425100057175529,Orange,0.6000000000000001
42,0,12,24,Orange,0.3425100057175529,Orange,0.6000000000000001
43,0,12,26,Orange,0.3425100057175529,Orange,0.6000000000000001
44,0,12,28,Orange,0.3425100057175529,Orange,0.6000000000000001
45,0,18,0,Red,0.3743494116558311,Red,0.20000000000000004
46,0,18,2,Red,0.3743494116558311,Red,0.20000000000000004
47,0,18,4,Red,0.364367313226901,Red,0.2
48,0,18,6,Red,0.36017647393795693,Red,0.20000000000000004
49,0,18,8,Red,0.3580465709504768,Red,0.27409423812301514
50,0,18,10,Red,0.3505077462521908,Orange,0.3841333333333334
51,0,18,12,Red,0.34269860736317953,Orange,0.46441241027466335
52,0,18,14,Orange,0.3401000589896836,Orange,0.6000000000000001
53,0,18,16,Orange,0.3401000589896836,Orange,0.6000000000000001
54,0,18,18,Orange,0.3401000589896836,Orange,0.6000000000000001
55,0,18,20,Orange,0.3401000589896836,Orange,0.6000000000000001
56,0,18,22,Orange,0.3401000589896836,Orange,0.6000000000000001
57,0,18,24,Orange,0.3401000589896836,Orange,0.6000000000000001
